TargetType,InstructorName,CourseNumber,CourseName,QuestionKey,QuestionHeader,RawText,TextClean,Label
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I liked the simplicity of the course its nice to have this as a refresher when it comes to dealing with knowing the basics of a computer.,liked simplicity course nice refresher comes dealing knowing basics computer,Positive
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_e6a48d0e84,What aspects of this course would you like to see improved?,Maybe some more fun shortcuts you can learn about your computer for example have the students press CTRL + SHIFT + T then say press CTRL + SHIFT + W this will be a great prank on the students.,maybe fun shortcuts learn computer example students press ctrl shift say press ctrl shift great prank students,Positive
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,It was mostly a good excuse to stay awake early.,mostly good excuse stay awake early,Neutral
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_1ccd0cb219,Other Comments – giving you the space to provide additional context on why you rated any of the above COURSE questions the way you did:,"I don't even think we had coaches for this class.  Also it wasn't very challenging, mostly just teaching us the basics of windows. I did learn new things about windows (I swear there's a keyboard shortcut for literally anything) although it's not that hard to navigate around the computer.",even think coaches class also challenging mostly teaching basics windows learn new things windows swear keyboard shortcut literally anything although not hard navigate around computer,Neutral
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,Pretty boring class but still helpful to adjust to the College life,pretty boring class still helpful adjust [org] life,Positive
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I liked how it showed me how to actually use the files and computer shortcuts that I had never learned before,liked showed actually use files computer shortcuts never learned,Neutral
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_e6a48d0e84,What aspects of this course would you like to see improved?,I think it would be great if for this class specifically you could choose to do it as a self-paced canvas course because I did learn some useful things but I could have learned those things all from the assignments and saved valuable travel time.,think would great class specifically could choose self paced canvas course learn useful things could learned things assignments saved valuable travel time,Neutral
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_e6a48d0e84,What aspects of this course would you like to see improved?,faster or maybe less known stuff. I feel like I already knew 95% of what was taught in this class. I can't remember if there was a test out or not but if isn't there should be one and maybe a bit more clear about what you learn in this class so you know if you should test out or not.,faster maybe less known stuff feel like already knew taught class remember test not one maybe bit clear learn class know test not,Neutral
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"Even though I was already pretty experienced with technology, I really appreciate that they're making sure people know how to perform essential computer functions and useful keybinds.",even though already pretty experienced technology really appreciate making sure people know perform essential computer functions useful keybinds,Positive
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,It's good topics to learn about,good topics learn,Negative
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_e6a48d0e84,What aspects of this course would you like to see improved?,Really slow basic and boring,really slow basic boring,Negative
Instructor,Raymond Maple,NEU100-SC1 1,College Success Strategies - Section C1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,The laid back approach.,laid back approach,Neutral
Instructor,Raymond Maple,NEU100-SC1 1,College Success Strategies - Section C1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I like how they didn't try to force me to do anything and would try to make sure I would pass.,like try force anything would try make sure would pass,Positive
Instructor,Raymond Maple,NEU100-SC1 1,College Success Strategies - Section C1,q_79a4ba9a4a,Other Comments – giving you the space to provide additional context on why you rated any of the above INSTRUCTOR questions the way you did:,Honestly I just wish I wasn't having issues with sleeping a few days. I really enjoyed your classes and I do regret missing one due to accidentally oversleeping my inability to sleep was particularly bad that day(5-6am) I wasn't even on my phone :(,honestly wish issues sleeping days really enjoyed classes regret missing one due accidentally oversleeping inability sleep particularly bad day 6am even phone,Positive
Instructor,Raymond Maple,NEU100-SC1 1,College Success Strategies - Section C1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,He used visuals to help me learn,used visuals help learn,Positive
Instructor,Raymond Maple,NEU100-SC1 1,College Success Strategies - Section C1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I liked how personal it felt at time. He normally explained how to do the assignments.,liked personal felt time normally explained assignments,Positive
